ID,LABEL,15,16,17a,17e,18,19,20,21,22,s,p,m,sp,sm,pm,spm
23,True,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
24,False,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
25,True,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26,False,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
27,False,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
28,True,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29,True,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30,True,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31,True,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32,True,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33,False,0.36,0.45,0.46,0.38,0.40,0.23,0.56,0.55,0.38,0.24,1.00,1.00,0.24,0.49,1.00,0.49
34,True,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35,False,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36,True,0.36,0.45,0.46,0.38,0.40,0.23,0.56,0.55,0.38,0.24,1.00,1.00,0.24,0.49,1.00,0.49
37,True,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
38,True,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
39,False,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
40,False,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
41,False,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
42,False,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
43,True,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
44,True,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
45,False,0.36,0.45,0.46,0.38,0.40,0.23,0.13,0.14,0.38,0.24,1.00,0.33,0.24,0.16,0.33,0.16
46,False,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
47,False,0.36,0.45,0.46,0.38,0.40,0.23,0.13,0.14,0.38,0.24,1.00,1.00,0.24,0.49,1.00,0.49
48,False,0.36,0.45,0.46,0.38,0.40,0.23,0.56,0.55,0.38,0.24,1.00,0.33,0.24,0.16,0.33,0.16
49,True,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
50,False,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
51,False,0.36,0.45,0.46,0.38,0.40,0.23,0.13,0.14,0.38,0.24,1.00,1.00,0.24,0.49,1.00,0.49
52,True,0.36,0.45,0.46,0.38,0.40,0.23,0.56,0.55,0.38,0.24,1.00,1.00,0.24,0.49,1.00,0.49
53,True,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
54,False,0.36,0.45,0.46,0.38,0.40,0.23,0.13,0.14,0.38,0.24,1.00,0.33,0.24,0.16,0.33,0.16
55,False,0.36,0.45,0.46,0.38,0.40,0.23,0.56,0.55,0.38,0.24,1.00,1.00,0.24,0.49,1.00,0.49
56,True,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
57,True,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
58,True,0.36,0.45,0.46,0.38,0.40,0.23,0.13,0.14,0.38,0.24,1.00,1.00,0.24,0.49,1.00,0.49
59,True,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
60,True,0.36,0.45,0.46,0.38,0.40,0.23,0.13,0.14,0.38,0.24,1.00,1.00,0.24,0.49,1.00,0.49
61,True,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
62,False,1.00,1.00,1.00,1.00,1.00,1.00,0.57,0.58,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
63,True,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
64,False,1.00,1.00,1.00,1.00,1.00,1.00,0.57,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
65,True,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
66,True,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
67,False,0.36,0.45,0.46,0.38,0.40,0.23,0.56,0.55,0.38,0.24,1.00,1.00,0.24,0.49,1.00,0.49
68,False,0.36,0.45,0.46,0.38,0.40,0.23,0.56,0.55,0.38,0.24,1.00,1.00,0.24,0.49,1.00,0.49
69,False,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
70,True,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
71,True,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
72,False,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
73,False,0.36,0.45,0.46,0.38,0.40,0.23,0.13,0.14,0.38,0.24,1.00,1.00,0.24,0.49,1.00,0.49
74,False,0.36,0.45,0.46,0.38,0.40,0.23,0.13,0.14,0.38,0.24,1.00,1.00,0.24,0.49,1.00,0.49
75,True,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
76,False,1.00,1.00,1.00,1.00,1.00,1.00,0.57,0.58,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
77,True,0.36,0.45,0.46,0.38,0.40,0.23,0.56,0.55,0.38,0.24,1.00,1.00,0.24,0.49,1.00,0.49
78,False,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
79,True,0.36,0.45,0.46,0.38,0.40,0.23,0.56,0.55,0.38,0.24,1.00,1.00,0.24,0.49,1.00,0.49
80,False,0.36,0.45,0.46,0.38,0.40,0.23,0.13,0.14,0.38,0.24,1.00,1.00,0.24,0.49,1.00,0.49
81,False,0.36,0.16,0.16,0.38,0.36,0.23,0.13,0.14,0.38,0.24,1.00,1.00,0.24,0.49,1.00,0.49
82,False,0.36,0.45,0.46,0.38,0.40,0.23,0.56,0.55,0.38,0.24,1.00,0.33,0.24,0.16,0.33,0.16
83,False,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
84,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
85,True,0.36,0.45,0.46,0.38,0.40,0.23,0.56,0.55,0.38,0.24,1.00,1.00,0.24,0.49,1.00,0.49
86,False,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
87,True,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
88,True,0.36,0.45,0.46,0.38,0.40,0.23,0.13,0.14,0.38,0.24,1.00,1.00,0.24,0.49,1.00,0.49
89,True,0.36,0.45,0.46,0.38,0.40,0.23,0.56,0.55,0.38,0.24,1.00,0.33,0.24,0.16,0.33,0.16
90,False,0.36,0.45,0.46,0.38,0.40,0.23,0.56,0.55,0.38,0.24,1.00,0.33,0.24,0.16,0.33,0.16
91,False,1.00,0.71,0.70,1.00,0.96,1.00,0.57,0.58,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
92,True,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
93,True,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
94,True,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
95,True,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
96,True,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
97,True,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
98,True,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
99,True,1.00,1.00,1.00,1.00,1.00,1.00,0.57,0.58,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
100,False,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
101,True,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
102,True,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
103,False,0.36,0.45,0.46,0.38,0.40,0.23,0.13,0.14,0.38,0.24,1.00,1.00,0.24,0.49,1.00,0.49
104,True,0.36,0.45,0.46,0.38,0.40,0.23,0.13,0.14,0.38,0.24,1.00,1.00,0.24,0.49,1.00,0.49
105,False,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
106,False,0.36,0.45,0.46,0.38,0.40,0.23,0.13,0.14,0.38,0.24,1.00,1.00,0.24,0.49,1.00,0.49
107,False,1.00,1.00,1.00,1.00,1.00,1.00,0.57,0.58,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
108,True,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
109,True,0.36,0.45,0.46,0.38,0.40,0.23,0.13,0.14,0.38,0.24,1.00,1.00,0.24,0.49,1.00,0.49
110,True,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
111,True,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
112,False,0.36,0.45,0.46,0.38,0.40,0.23,0.13,0.14,0.38,0.24,1.00,0.33,0.24,0.16,0.33,0.16
113,False,0.36,0.45,0.46,0.38,0.40,0.23,0.13,0.14,0.38,0.24,1.00,1.00,0.24,0.49,1.00,0.49
114,False,0.36,0.45,0.46,0.38,0.40,0.23,0.13,0.14,0.38,0.24,1.00,1.00,0.24,0.49,1.00,0.49
115,False,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
116,False,1.00,1.00,1.00,1.00,1.00,1.00,0.57,0.58,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
117,True,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
118,False,0.36,0.45,0.46,0.38,0.40,0.23,0.13,0.14,0.38,0.24,1.00,1.00,0.24,0.49,1.00,0.49
119,False,1.00,0.71,0.70,1.00,0.96,1.00,0.57,0.58,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
120,False,0.36,0.45,0.46,0.38,0.40,0.23,0.13,0.14,0.38,0.24,1.00,1.00,0.24,0.49,1.00,0.49
121,True,0.36,0.45,0.46,0.38,0.40,0.23,0.13,0.14,0.38,0.24,1.00,0.33,0.24,0.16,0.33,0.16
122,True,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
123,False,0.36,0.45,0.46,0.38,0.40,0.23,0.56,0.55,0.38,0.24,1.00,0.33,0.24,0.16,0.33,0.16
124,True,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
125,False,0.36,0.45,0.46,0.38,0.40,0.23,0.13,0.14,0.38,0.24,1.00,1.00,0.24,0.49,1.00,0.49
126,False,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
127,False,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
128,False,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
129,False,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
130,False,0.36,0.45,0.46,0.38,0.40,0.23,0.13,0.14,0.38,0.24,1.00,1.00,0.24,0.49,1.00,0.49
131,False,0.36,0.45,0.46,0.38,0.40,0.23,0.13,0.14,0.38,0.24,1.00,0.33,0.24,0.16,0.33,0.16
132,False,0.36,0.45,0.46,0.38,0.40,0.23,0.56,0.55,0.38,0.24,1.00,0.33,0.24,0.16,0.33,0.16
133,False,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
134,False,1.00,0.71,0.70,1.00,0.96,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
135,False,0.36,0.45,0.46,0.38,0.40,0.23,0.13,0.14,0.38,0.24,1.00,0.33,0.24,0.16,0.33,0.16
136,False,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
137,False,0.36,0.45,0.46,0.38,0.40,0.23,0.56,0.55,0.38,0.24,1.00,1.00,0.24,0.49,1.00,0.49
138,False,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
139,True,0.36,0.45,0.46,0.38,0.40,0.23,0.13,0.14,0.38,0.24,1.00,1.00,0.24,0.49,1.00,0.49
140,True,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
141,True,0.36,0.45,0.46,0.38,0.40,0.23,0.13,0.14,0.38,0.24,1.00,1.00,0.24,0.49,1.00,0.49
142,False,1.00,0.71,0.70,1.00,0.96,1.00,0.57,0.58,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
143,True,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
144,False,0.36,0.16,0.16,0.38,0.36,0.23,0.13,0.14,0.38,0.24,1.00,1.00,0.24,0.49,1.00,0.49
145,True,0.36,0.45,0.46,0.38,0.40,0.23,0.13,0.14,0.38,0.24,1.00,1.00,0.24,0.49,1.00,0.49
146,False,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
147,True,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
148,False,0.36,0.45,0.46,0.38,0.40,0.23,0.13,0.14,0.38,0.24,1.00,1.00,0.24,0.49,1.00,0.49
149,True,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
150,True,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
151,True,1.00,1.00,1.00,1.00,1.00,1.00,0.57,0.58,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
152,False,0.36,0.45,0.46,0.38,0.40,0.23,0.56,0.55,0.38,0.24,1.00,0.33,0.24,0.16,0.33,0.16
153,False,0.36,0.45,0.46,0.38,0.40,0.23,0.13,0.14,0.38,0.24,1.00,1.00,0.24,0.49,1.00,0.49
154,True,1.00,1.00,1.00,1.00,1.00,1.00,0.57,0.58,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
155,False,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
156,True,0.36,0.45,0.46,0.38,0.40,0.23,0.56,0.55,0.38,0.24,1.00,1.00,0.24,0.49,1.00,0.49
157,True,1.00,1.00,1.00,1.00,1.00,1.00,0.57,0.58,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
158,False,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
159,False,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
160,False,0.36,0.45,0.46,0.38,0.40,0.23,0.13,0.14,0.38,0.24,1.00,1.00,0.24,0.49,1.00,0.49
161,True,1.00,1.00,1.00,1.00,1.00,1.00,0.57,0.58,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
162,True,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
163,True,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
164,False,0.36,0.45,0.46,0.38,0.40,0.23,0.13,0.14,0.38,0.24,1.00,1.00,0.24,0.49,1.00,0.49
165,False,0.36,0.45,0.46,0.38,0.40,0.23,0.56,0.55,0.38,0.24,1.00,0.33,0.24,0.16,0.33,0.16
166,False,0.36,0.45,0.46,0.38,0.40,0.23,0.13,0.14,0.38,0.24,1.00,1.00,0.24,0.49,1.00,0.49
167,False,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
168,False,0.36,0.45,0.46,0.38,0.40,0.23,0.13,0.14,0.38,0.24,1.00,1.00,0.24,0.49,1.00,0.49
169,True,0.36,0.45,0.46,0.38,0.40,0.23,0.13,0.14,0.38,0.24,1.00,1.00,0.24,0.49,1.00,0.49
170,False,0.36,0.45,0.46,0.38,0.40,0.23,0.13,0.14,0.38,0.24,1.00,1.00,0.24,0.49,1.00,0.49
171,True,0.36,0.45,0.46,0.38,0.40,0.23,0.13,0.14,0.38,0.24,1.00,0.33,0.24,0.16,0.33,0.16
172,False,0.36,0.45,0.46,0.38,0.40,0.23,0.13,0.14,0.38,0.24,1.00,1.00,0.24,0.49,1.00,0.49
173,False,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
174,False,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
175,True,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
176,False,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
177,False,1.00,1.00,1.00,1.00,1.00,1.00,0.57,0.58,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
178,True,0.36,0.45,0.46,0.38,0.40,0.23,0.56,0.55,0.38,0.24,1.00,1.00,0.24,0.49,1.00,0.49
179,False,1.00,1.00,1.00,1.00,1.00,1.00,0.57,0.58,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
180,True,0.36,0.45,0.46,0.38,0.40,0.23,0.13,0.14,0.38,0.24,1.00,1.00,0.24,0.49,1.00,0.49
181,False,0.36,0.45,0.46,0.38,0.40,0.23,0.13,0.14,0.38,0.24,1.00,1.00,0.24,0.49,1.00,0.49
182,False,0.36,0.45,0.46,0.38,0.40,0.23,0.13,0.14,0.38,0.24,1.00,1.00,0.24,0.49,1.00,0.49
183,False,0.36,0.45,0.46,0.38,0.40,0.23,0.13,0.14,0.38,0.24,1.00,1.00,0.24,0.49,1.00,0.49
184,False,0.36,0.45,0.46,0.38,0.40,0.23,0.13,0.14,0.38,0.24,1.00,1.00,0.24,0.49,1.00,0.49
185,False,0.36,0.16,0.16,0.38,0.36,0.23,0.13,0.14,0.38,0.24,1.00,1.00,0.24,0.49,1.00,0.49
186,False,0.36,0.16,0.16,0.38,0.36,0.23,0.13,0.14,0.38,0.24,1.00,1.00,0.24,0.49,1.00,0.49
187,True,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
188,False,0.36,0.45,0.46,0.38,0.40,0.23,0.13,0.14,0.38,0.24,1.00,1.00,0.24,0.49,1.00,0.49
189,True,1.00,1.00,1.00,1.00,1.00,1.00,0.57,0.58,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
190,False,0.36,0.45,0.46,0.38,0.40,0.23,0.13,0.14,0.38,0.24,1.00,1.00,0.24,0.49,1.00,0.49
191,True,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
192,True,1.00,1.00,1.00,1.00,1.00,1.00,0.57,0.58,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
193,True,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
194,True,0.36,0.45,0.46,0.38,0.40,0.23,0.13,0.14,0.38,0.24,1.00,1.00,0.24,0.49,1.00,0.49
195,True,0.36,0.45,0.46,0.38,0.40,0.23,0.56,0.55,0.38,0.24,1.00,1.00,0.24,0.49,1.00,0.49
196,True,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
197,True,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
198,False,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
199,True,0.36,0.45,0.46,0.38,0.40,0.23,0.13,0.14,0.38,0.24,1.00,0.33,0.24,0.16,0.33,0.16
